MEAN_MOTION;ECCENTRICITY;INCLINATION;RA_OF_ASC_NODE;ARG_OF_PERICENTER;MEAN_ANOMALY;BSTAR;MEAN_MOTION_DOT;MEAN_MOTION_DDOT;TYPE
14.78944745;0.0012195;98.3171;281.5759;108.2271;252.0267;3.1119E-5;1.73E-6;0;Amateur
14.78944862;0.0012204;98.3171;281.8556;107.4048;252.8498;3.1075E-5;1.73E-6;0;Amateur
14.78945371;0.0012219;98.317;282.6249;105.2548;255.0014;3.3695E-5;1.93E-6;0;Amateur
14.78945835;0.0012238;98.3169;283.6739;102.3043;257.9538;3.3023E-5;1.88E-6;0;Amateur
14.78946074;0.0012247;98.317;284.0935;101.1104;259.1484;3.3742E-5;1.93E-6;0;Amateur
14.7894634;0.0012259;98.3169;284.7229;99.3246;260.9351;3.3411E-5;1.9E-6;0;Amateur
14.78946837;0.001228;98.3168;285.702;96.5472;263.7136;3.4512E-5;1.99E-6;0;Amateur
14.78947099;0.0012298;98.3168;286.2614;94.9751;265.2864;3.3547E-5;1.91E-6;0;Amateur
14.78947315;0.0012295;98.3167;286.7509;93.6898;266.5718;3.2939E-5;1.87E-6;0;Amateur
14.78947599;0.0012303;98.3166;287.3803;91.9553;268.3067;3.1586E-5;1.77E-6;0;Amateur
14.78947961;0.0012301;98.3166;288.0796;90.0177;270.2443;3.1887E-5;1.79E-6;0;Amateur
14.78948138;0.0012297;98.3166;288.4293;89.0372;271.2247;3.1897E-5;1.79E-6;0;Amateur
14.78948241;0.0012294;98.3165;289.1986;86.9096;273.352;2.6903E-5;1.42E-6;0;Amateur
14.78948342;0.0012291;98.3165;289.4783;86.1364;274.1251;2.6801E-5;1.42E-6;0;Amateur
14.78948588;0.0012289;98.3164;290.1775;84.2224;276.0387;2.6725E-5;1.41E-6;0;Amateur
14.78948722;0.0012287;98.3164;290.5272;83.2322;277.0285;2.6634E-5;1.4E-6;0;Amateur
14.7894919;0.0012276;98.3164;291.2964;81.0772;279.1827;3.0141E-5;1.66E-6;0;Amateur
14.78949299;0.0012273;98.3164;291.5761;80.2773;279.9823;3.005E-5;1.66E-6;0;Amateur
14.78949515;0.001227;98.3164;292.2754;78.3701;281.8885;2.8063E-5;1.51E-6;0;Amateur
14.78949685;0.0012268;98.3163;292.6251;77.3871;282.871;2.9034E-5;1.58E-6;0;Amateur
14.78949798;0.0012261;98.3163;292.9747;76.42;283.8375;2.8304E-5;1.53E-6;0;Amateur
14.78949924;0.0012258;98.3163;293.3943;75.2572;284.9995;2.7715E-5;1.48E-6;0;Amateur
14.78950073;0.0012244;98.3163;293.8838;73.8985;286.3572;2.7737E-5;1.49E-6;0;Amateur
14.78950175;0.0012239;98.3163;294.0236;73.5096;286.7458;2.8438E-5;1.54E-6;0;Amateur
14.78950313;0.0012238;98.3163;294.3732;72.5398;287.7149;2.9128E-5;1.59E-6;0;Amateur
14.7895058;0.0012219;98.3163;295.0725;70.5933;289.6597;2.9701E-5;1.63E-6;0;Amateur
14.7895074;0.0012215;98.3163;295.4221;69.6322;290.6199;3.0653E-5;1.7E-6;0;Amateur
14.7895112;0.00122;98.3162;296.4011;66.8869;293.3625;3.0179E-5;1.67E-6;0;Amateur
14.7895116;0.0012199;98.3162;296.471;66.6944;293.5548;3.0206E-5;1.67E-6;0;Amateur
14.78951456;0.001218;98.3161;297.1003;64.925;295.3223;3.0225E-5;1.67E-6;0;Amateur
14.78951883;0.0012151;98.316;298.1492;61.9894;298.2544;2.9766E-5;1.64E-6;0;Amateur
14.78952291;0.0012116;98.3159;299.198;59.0615;301.1784;2.983E-5;1.64E-6;0;Amateur
14.78952291;0.0012116;98.3159;299.198;59.0615;301.1784;2.983E-5;1.64E-6;0;Amateur
14.7895278;0.0012083;98.3157;300.1769;56.3107;303.9254;3.1842E-5;1.79E-6;0;Amateur
14.78953084;0.0012064;98.3157;300.8062;54.5513;305.6822;3.1709E-5;1.78E-6;0;Amateur
14.78953292;0.0012052;98.3156;301.2257;53.3701;306.8615;3.1974E-5;1.8E-6;0;Amateur
14.78953897;0.0012009;98.3154;302.2745;50.3861;309.8407;3.3073E-5;1.88E-6;0;Amateur
14.78954041;0.0012004;98.3154;302.5542;49.6007;310.6249;3.3066E-5;1.88E-6;0;Amateur
14.78954397;0.0011963;98.3153;303.3233;47.4016;312.8201;3.2769E-5;1.86E-6;0;Amateur
14.78954461;0.0011953;98.3153;303.3932;47.2047;313.0167;3.3263E-5;1.89E-6;0;Amateur
14.78954642;0.0011928;98.3153;303.8826;45.8367;314.3821;3.2441E-5;1.83E-6;0;Amateur
14.78955149;0.0011883;98.3152;304.9314;42.8289;317.3845;3.2741E-5;1.85E-6;0;Amateur
14.78955525;0.0011846;98.3151;305.6305;40.8336;319.376;3.2681E-5;1.85E-6;0;Amateur
14.78955721;0.0011828;98.3151;305.9801;39.823;320.3846;3.2414E-5;1.83E-6;0;Amateur
14.78955971;0.0011809;98.3151;306.3297;38.7989;321.4067;3.3896E-5;1.94E-6;0;Amateur
14.78956367;0.0011773;98.315;307.0288;36.8072;323.3944;3.3727E-5;1.93E-6;0;Amateur
14.78956847;0.0011728;98.315;307.7279;34.7668;325.4306;3.6007E-5;2.1E-6;0;Amateur
14.78957218;0.0011693;98.3149;308.2872;33.1881;327.006;3.8309E-5;2.27E-6;0;Amateur
