MEAN_MOTION;ECCENTRICITY;INCLINATION;RA_OF_ASC_NODE;ARG_OF_PERICENTER;MEAN_ANOMALY;BSTAR;MEAN_MOTION_DOT;MEAN_MOTION_DDOT;TYPE
1.00272522;0.0002531;0.0139;175.6499;190.235;198.7458;0;-1.6E-7;0;Intelsat
1.00272551;0.000252;0.0141;174.7831;191.9364;283.0688;0;-1.6E-7;0;Intelsat
1.00272695;0.0002533;0.0144;168.6863;199.0532;200.8736;0;-2.0E-7;0;Intelsat
1.00272731;0.000253;0.0146;167.9739;200.2341;284.3696;0;-2.0E-7;0;Intelsat
1.00272871;0.0002544;0.0169;163.4491;205.9174;214.8373;0;-2.3E-7;0;Intelsat
1.00272902;0.0002539;0.0171;163.4414;206.3198;285.6501;0;-2.3E-7;0;Intelsat
1.00270435;0.0002654;0.0232;220.0254;149.1716;55.7677;0;-2.4E-7;0;Intelsat
1.0027003;0.0002688;0.0238;220.5719;149.0007;73.911;0;-2.4E-7;0;Intelsat
1.00270781;0.0002638;0.0234;220.8022;148.6156;185.1267;0;-2.5E-7;0;Intelsat
1.00270887;0.0002631;0.0219;217.8356;152.8635;57.0883;0;-2.6E-7;0;Intelsat
1.00270921;0.0002624;0.022;218.0871;153.1495;75.6037;0;-2.6E-7;0;Intelsat
1.00270922;0.0002643;0.0215;217.376;153.6654;128.325;0;-2.7E-7;0;Intelsat
1.00271082;0.0002619;0.023;218.2525;152.2035;60.1301;0;-2.7E-7;0;Intelsat
1.00271164;0.0002616;0.0215;217.4773;153.8035;197.0376;0;-2.7E-7;0;Intelsat
1.00271579;0.0002642;0.0178;215.6959;155.601;191.6449;0;-2.7E-7;0;Intelsat
1.00272379;0.0002635;0.0167;209.006;162.3371;155.7992;0;-2.6E-7;0;Intelsat
1.00272577;0.0002652;0.0149;203.6729;169.163;195.7329;0;-2.5E-7;0;Intelsat
1.00272625;0.0002652;0.0147;202.3485;170.8539;299.0141;0;-2.5E-7;0;Intelsat
1.00272732;0.0002665;0.0141;199.0596;174.8461;145.6485;0;-2.4E-7;0;Intelsat
1.00272801;0.0002673;0.0141;194.7951;179.7126;300.5117;0;-2.4E-7;0;Intelsat
1.0027293;0.000269;0.0135;191.0888;184.2983;197.3367;0;-2.3E-7;0;Intelsat
1.00273038;0.0002702;0.0135;187.9617;188.3026;65.8384;0;-2.3E-7;0;Intelsat
1.00273107;0.0002711;0.0134;186.0546;190.7744;200.6342;0;-2.3E-7;0;Intelsat
1.00273189;0.0002726;0.0135;183.5548;193.9237;12.97;0;-2.2E-7;0;Intelsat
1.00272042;0.000249;0.0141;178.1981;181.4038;32.5709;0;-2.1E-7;0;Intelsat
1.00272103;0.0002491;0.0144;177.5058;182.2394;93.2809;0;-2.1E-7;0;Intelsat
1.00272197;0.0002486;0.0144;173.2133;187.1204;227.0979;0;-2.1E-7;0;Intelsat
1.0027231;0.0002493;0.0151;171.1354;190.4195;68.3048;0;-2.0E-7;0;Intelsat
1.00272326;0.000249;0.0152;170.9655;190.7467;94.0619;0;-2.0E-7;0;Intelsat
1.00272397;0.0002483;0.0155;167.4116;195.0057;222.9194;0;-2.0E-7;0;Intelsat
1.00272489;0.0002494;0.0186;165.9209;197.8464;68.9047;0;-1.9E-7;0;Intelsat
1.0027258;0.0002487;0.0203;163.4867;201.1203;223.54;0;-1.9E-7;0;Intelsat
1.00272749;0.0002518;0.0216;150.3027;220.8302;64.3495;0;-1.7E-7;0;Intelsat
1.00272817;0.0002526;0.0227;148.4276;223.1517;193.4509;0;-1.7E-7;0;Intelsat
1.00272923;0.0002525;0.0236;146.5072;226.7406;65.0371;0;-1.6E-7;0;Intelsat
1.00272935;0.0002525;0.0236;145.7166;227.603;90.8826;0;-1.6E-7;0;Intelsat
1.00271798;0.000241;0.021;221.2455;151.1902;273.1538;0;-1.4E-7;0;Intelsat
1.00272343;0.0002443;0.0188;217.4811;156.5778;214.3225;0;-1.3E-7;0;Intelsat
1.0027234;0.0002486;0.0188;218.831;153.1248;172.2898;0;-1.0E-7;0;Intelsat
1.00272271;0.0002503;0.0189;218.9276;152.8175;201.7021;0;-1.0E-7;0;Intelsat
1.00271536;0.0002443;0.0158;212.0275;163.1795;163.2511;0;-8.0E-8;0;Intelsat
1.00271547;0.0002444;0.0156;211.5269;163.8722;202.4098;0;-8.0E-8;0;Intelsat
1.00271683;0.000246;0.0139;207.7014;169.2318;72.5666;0;-6.0E-8;0;Intelsat
1.00271767;0.0002457;0.0135;204.9604;172.8303;208.6546;0;-6.0E-8;0;Intelsat
1.00271794;0.0002463;0.0135;203.975;174.1216;273.2444;0;-5.0E-8;0;Intelsat
1.0027188;0.000247;0.0134;202.0763;177.0909;77.5323;0;-5.0E-8;0;Intelsat
1.00271947;0.0002472;0.0132;200.0599;179.7884;201.9976;0;-4.0E-8;0;Intelsat
1.00271984;0.0002474;0.0133;199.1373;181.1039;275.0021;0;-4.0E-8;0;Intelsat
1.00272134;0.0002482;0.0132;194.006;188.0649;199.7028;0;-4.0E-8;0;Intelsat
1.00272172;0.0002483;0.0134;193.0071;189.5132;280.8539;0;-4.0E-8;0;Intelsat
1.00272323;0.000249;0.0134;185.3319;198.9007;203.2448;0;-4.0E-8;0;Intelsat
1.00272357;0.000249;0.0136;184.4968;200.1668;280.5339;0;-4.0E-8;0;Intelsat
1.00272497;0.0002495;0.0148;180.6831;205.6867;195.3735;0;-6.0E-8;0;Intelsat
1.00272596;0.0002494;0.0158;176.9407;210.6009;50.0376;0;-7.0E-8;0;Intelsat
1.00271803;0.0002485;0.0165;173.6952;215.3054;201.6365;0;-8.0E-8;0;Intelsat
1.00271727;0.000248;0.0169;168.1926;221.6181;97.7069;0;-1.0E-7;0;Intelsat
1.00271557;0.000249;0.0182;166.2666;222.1697;207.4249;0;-1.1E-7;0;Intelsat
1.00271721;0.0002496;0.022;161.4513;228.3948;182.8973;0;-1.4E-7;0;Intelsat
1.0027173;0.0002498;0.0224;161.6578;228.3353;208.6674;0;-1.5E-7;0;Intelsat
1.00271879;0.0002499;0.025;154.325;237.5022;183.7279;0;-1.8E-7;0;Intelsat
1.00272064;0.0002515;0.0274;147.8081;246.2371;214.4516;0;-2.1E-7;0;Intelsat
1.00272098;0.0002507;0.0262;144.6009;249.8099;283.5389;0;-2.1E-7;0;Intelsat
1.00272245;0.0002516;0.028;143.5355;251.0719;200.3824;0;-2.3E-7;0;Intelsat
1.00273248;0.0002584;0.0126;204.5973;191.8096;187.5748;0;-2.4E-7;0;Intelsat
1.00273338;0.0002604;0.0128;195.8734;202.107;217.1844;0;-2.3E-7;0;Intelsat
1.00273471;0.0002611;0.0134;190.5318;208.4317;138.791;0;-2.3E-7;0;Intelsat
1.00273539;0.0002613;0.014;187.2666;212.4098;293.583;0;-2.2E-7;0;Intelsat
1.00273667;0.000263;0.0162;181.6902;218.7017;193.8736;0;-2.2E-7;0;Intelsat
1.00273777;0.0002632;0.0178;176.2209;224.9305;61.8567;0;-2.1E-7;0;Intelsat
1.00273838;0.0002642;0.0187;172.5516;229.0237;176.5004;0;-2.1E-7;0;Intelsat
1.00271714;0.0002733;0.019;171.3198;233.5143;259.5249;0;-2.0E-7;0;Intelsat
1.00270987;0.0002714;0.0202;161.6596;245.4025;207.7146;0;-1.9E-7;0;Intelsat
1.00271025;0.0002717;0.0208;161.2668;245.9161;268.5756;0;-1.8E-7;0;Intelsat
1.00271143;0.0002727;0.0252;156.6851;251.6745;192.6973;0;-1.8E-7;0;Intelsat
1.00271194;0.0002734;0.0255;155.7761;252.7293;270.0285;0;-1.7E-7;0;Intelsat
1.00271272;0.0002744;0.0268;153.1973;255.7986;65.0391;0;-1.7E-7;0;Intelsat
1.00271353;0.0002753;0.0278;150.6763;258.7645;197.1485;0;-1.7E-7;0;Intelsat
1.0027139;0.0002762;0.0279;149.8689;259.7665;270.9907;0;-1.7E-7;0;Intelsat
1.00271452;0.0002772;0.0287;148.191;262.0703;62.6956;0;-1.7E-7;0;Intelsat
